UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,municipio_limpo,uf_limpa,chave_merge,DIESEL,FLEX
SC,PONTE SERRADA,9273,5394,0,430,154,996,508,0,3,48,718,164,193,0,261,219,0,41,1,0,4,139,PONTE SERRADA,SC,PONTE SERRADA_SC,1426.0,3294.0
SC,PORTO BELO,24363,11576,0,408,82,2060,1516,0,49,59,4482,2006,58,0,848,113,1,100,0,17,5,983,PORTO BELO,SC,PORTO BELO_SC,1980.0,11761.0
SC,PORTO UNIAO,34988,19060,0,930,247,3627,2102,0,24,54,5278,1572,52,1,787,358,2,63,0,4,5,822,PORTO UNIAO,SC,PORTO UNIAO_SC,3416.0,16597.0
SC,POUSO REDONDO,15043,8134,0,651,259,1419,692,0,6,29,2155,495,63,0,523,330,1,63,1,7,4,211,POUSO REDONDO,SC,POUSO REDONDO_SC,1750.0,5876.0
SC,PRAIA GRANDE,9819,4353,0,323,26,836,448,0,5,33,2777,308,39,0,396,36,0,21,0,4,3,211,PRAIA GRANDE,SC,PRAIA GRANDE_SC,966.0,3901.0
SC,PRESIDENTE CASTELO BRANCO,1634,881,0,97,36,173,56,0,0,7,258,32,4,0,36,42,0,4,0,2,0,6,PRESIDENTE CASTELO BRANCO,SC,PRESIDENTE CASTELO BRANCO_SC,221.0,634.0
SC,PRESIDENTE GETULIO,16822,8719,0,439,113,1388,820,0,12,73,2944,1117,117,0,594,123,2,57,1,5,1,297,PRESIDENTE GETULIO,SC,PRESIDENTE GETULIO_SC,1487.0,7336.0
SC,PRESIDENTE NEREU,1929,882,0,62,5,201,78,0,0,11,532,76,9,0,29,6,0,11,0,0,0,27,PRESIDENTE NEREU,SC,PRESIDENTE NEREU_SC,199.0,755.0
SC,PRINCESA,2689,1229,0,109,49,277,115,0,0,8,680,80,15,0,35,66,0,2,0,0,0,24,PRINCESA,SC,PRINCESA_SC,307.0,1015.0
SC,QUILOMBO,9657,4806,0,344,197,1007,385,0,3,38,1742,397,58,0,201,312,0,22,0,0,2,143,QUILOMBO,SC,QUILOMBO_SC,1191.0,3791.0
SC,RANCHO QUEIMADO,3317,1466,0,185,7,415,192,0,2,10,669,127,9,0,141,5,0,8,0,3,0,78,RANCHO QUEIMADO,SC,RANCHO QUEIMADO_SC,464.0,1480.0
SC,RIO DAS ANTAS,4512,2494,0,246,26,562,200,0,0,10,665,75,44,0,109,26,0,19,0,1,0,35,RIO DAS ANTAS,SC,RIO DAS ANTAS_SC,527.0,1913.0
SC,RIO DO CAMPO,6016,3116,0,251,41,648,342,0,2,21,1096,159,30,0,150,37,2,12,0,6,1,102,RIO DO CAMPO,SC,RIO DO CAMPO_SC,800.0,2081.0
SC,RIO DO OESTE,6722,3385,0,259,34,707,324,0,0,17,1267,291,35,0,238,35,1,20,0,5,2,102,RIO DO OESTE,SC,RIO DO OESTE_SC,693.0,2824.0
SC,RIO DO SUL,65175,36028,0,1643,553,5483,4327,0,47,84,7965,3614,163,0,2061,842,7,397,1,41,19,1900,RIO DO SUL,SC,RIO DO SUL_SC,6045.0,29136.0
SC,RIO DOS CEDROS,10464,5431,0,337,35,869,594,0,17,30,2026,430,47,0,359,71,0,42,0,13,2,161,RIO DOS CEDROS,SC,RIO DOS CEDROS_SC,966.0,4162.0
SC,RIO FORTUNA,5798,2424,0,367,64,735,267,0,1,13,1206,319,25,0,113,95,0,7,0,2,0,160,RIO FORTUNA,SC,RIO FORTUNA_SC,891.0,2502.0
SC,RIO NEGRINHO,38858,20340,0,1152,1092,3230,1910,0,23,81,5528,1096,139,0,1186,2299,5,210,1,9,11,546,RIO NEGRINHO,SC,RIO NEGRINHO_SC,4054.0,15478.0
SC,RIO RUFINO,1893,1006,0,84,0,207,71,0,1,18,394,36,14,0,33,1,0,8,0,0,0,20,RIO RUFINO,SC,RIO RUFINO_SC,227.0,736.0
SC,RIQUEZA,4283,2130,0,181,50,403,140,0,1,10,992,125,37,0,94,62,0,8,0,4,1,45,RIQUEZA,SC,RIQUEZA_SC,497.0,1602.0
SC,RODEIO,12054,6515,0,438,93,932,755,0,13,28,1734,593,50,0,491,161,0,43,0,7,1,200,RODEIO,SC,RODEIO_SC,1180.0,4551.0
SC,ROMELANDIA,4048,2002,0,118,25,426,132,0,1,17,1087,80,28,0,60,38,0,3,0,5,0,26,ROMELANDIA,SC,ROMELANDIA_SC,407.0,1482.0
SC,SALETE,7978,4043,0,250,69,696,356,0,4,10,1561,486,29,0,211,123,1,22,0,1,0,116,SALETE,SC,SALETE_SC,698.0,3124.0
SC,SALTINHO,3009,1549,0,103,10,272,76,0,2,5,814,75,29,0,44,18,0,2,0,0,0,10,SALTINHO,SC,SALTINHO_SC,263.0,1210.0
SC,SALTO VELOSO,3937,1992,0,203,66,564,228,0,0,20,569,88,16,0,66,70,0,8,0,0,0,47,SALTO VELOSO,SC,SALTO VELOSO_SC,547.0,1609.0
SC,SANGAO,12874,5503,0,557,616,794,420,0,4,24,2522,1031,23,0,362,727,0,50,1,12,2,226,SANGAO,SC,SANGAO_SC,1693.0,4299.0
SC,SANTA CECILIA,13064,7815,0,528,223,1416,596,0,2,50,1145,113,94,0,408,450,1,36,0,18,4,165,SANTA CECILIA,SC,SANTA CECILIA_SC,1577.0,5455.0
SC,SANTA HELENA,2251,1099,0,74,16,245,99,0,1,18,525,80,16,0,36,20,0,2,0,0,0,20,SANTA HELENA,SC,SANTA HELENA_SC,265.0,912.0
SC,SANTA ROSA DE LIMA,2535,1027,0,169,19,272,104,0,0,8,658,163,11,0,39,30,0,4,0,0,0,31,SANTA ROSA DE LIMA,SC,SANTA ROSA DE LIMA_SC,369.0,988.0
SC,SANTA ROSA DO SUL,8926,4381,0,319,176,612,375,0,8,16,1684,336,33,0,632,196,0,28,1,3,2,124,SANTA ROSA DO SUL,SC,SANTA ROSA DO SUL_SC,924.0,3470.0
SC,SANTA TEREZINHA,5953,2885,0,261,15,733,279,0,0,23,1420,88,35,0,90,20,0,11,0,2,1,90,SANTA TEREZINHA,SC,SANTA TEREZINHA_SC,730.0,2394.0
SC,SANTA TEREZINHA DO PROGRESSO,1956,954,0,69,19,180,56,0,0,12,524,52,34,0,25,24,0,2,0,0,0,5,SANTA TEREZINHA DO PROGRESSO,SC,SANTA TEREZINHA DO PROGRESSO_SC,206.0,875.0
SC,SANTIAGO DO SUL,1286,582,0,75,18,170,39,0,0,8,262,59,6,0,20,27,0,3,0,0,0,17,SANTIAGO DO SUL,SC,SANTIAGO DO SUL_SC,192.0,515.0
SC,SANTO AMARO DA IMPERATRIZ,25385,12518,0,875,135,2174,1329,0,24,42,4595,1673,91,0,953,142,0,88,0,27,3,716,SANTO AMARO DA IMPERATRIZ,SC,SANTO AMARO DA IMPERATRIZ_SC,2628.0,11579.0
SC,SAO BENTO DO SUL,73698,41988,0,1827,642,6450,4092,0,56,180,9974,2826,274,1,2096,989,13,321,1,13,12,1943,SAO BENTO DO SUL,SC,SAO BENTO DO SUL_SC,6051.0,33921.0
SC,SAO BERNARDINO,2049,1030,0,71,5,235,71,0,0,22,480,46,27,0,28,14,0,2,0,1,1,16,SAO BERNARDINO,SC,SAO BERNARDINO_SC,217.0,917.0
SC,SAO BONIFACIO,3063,1369,0,194,25,298,178,0,1,14,732,109,11,0,55,33,0,5,0,2,0,37,SAO BONIFACIO,SC,SAO BONIFACIO_SC,423.0,1172.0
SC,SAO CARLOS,9541,5029,0,276,82,888,413,0,3,23,1725,506,56,0,295,99,1,18,0,1,0,126,SAO CARLOS,SC,SAO CARLOS_SC,867.0,4231.0
SC,SAO CRISTOVAO DO SUL,3467,2142,0,202,91,375,158,0,0,13,240,26,15,0,114,62,0,12,0,1,0,16,SAO CRISTOVAO DO SUL,SC,SAO CRISTOVAO DO SUL_SC,486.0,1416.0
SC,SAO DOMINGOS,8481,4253,0,426,164,1036,422,0,4,43,1164,238,87,0,237,249,0,11,0,3,0,144,SAO DOMINGOS,SC,SAO DOMINGOS_SC,1304.0,3135.0
SC,SAO FRANCISCO DO SUL,40989,20928,0,673,971,2267,2068,0,69,91,7252,2584,114,0,1779,1106,6,277,1,33,10,760,SAO FRANCISCO DO SUL,SC,SAO FRANCISCO DO SUL_SC,3220.0,17426.0
SC,SAO JOAO BATISTA,29609,15340,0,738,129,1851,1387,0,48,48,5135,3561,93,0,643,132,0,82,0,6,6,410,SAO JOAO BATISTA,SC,SAO JOAO BATISTA_SC,1819.0,13966.0
SC,SAO JOAO DO ITAPERIU,4316,1856,0,345,95,353,166,0,4,9,875,233,11,0,201,108,0,18,0,2,1,39,SAO JOAO DO ITAPERIU,SC,SAO JOAO DO ITAPERIU_SC,641.0,1654.0
SC,SAO JOAO DO OESTE,6122,2825,0,265,101,700,275,0,0,19,1338,168,23,0,140,145,1,10,0,0,0,112,SAO JOAO DO OESTE,SC,SAO JOAO DO OESTE_SC,711.0,2921.0
SC,SAO JOAO DO SUL,9091,4206,0,291,59,815,338,0,6,9,2318,330,24,0,482,69,0,31,0,3,2,108,SAO JOAO DO SUL,SC,SAO JOAO DO SUL_SC,765.0,4134.0
SC,SAO JOAQUIM,21980,12426,0,1420,65,3291,1238,0,2,150,2087,105,300,0,456,80,3,69,0,9,2,277,SAO JOAQUIM,SC,SAO JOAQUIM_SC,3647.0,8827.0
SC,SAO JOSE,216420,120110,0,3995,640,13027,12982,0,178,297,41904,9608,311,0,5933,786,2,1008,5,128,54,5452,SAO JOSE,SC,SAO JOSE_SC,12526.0,107755.0
SC,SAO JOSE DO CEDRO,13199,6424,0,507,296,1477,629,0,3,24,2227,592,93,0,244,452,0,31,1,2,4,193,SAO JOSE DO CEDRO,SC,SAO JOSE DO CEDRO_SC,1708.0,5087.0
SC,SAO JOSE DO CERRITO,5735,3122,0,309,29,857,206,0,0,26,813,33,84,0,151,60,0,11,0,5,0,29,SAO JOSE DO CERRITO,SC,SAO JOSE DO CERRITO_SC,804.0,2092.0
SC,SAO LOURENCO D'OESTE,26359,13851,0,1017,552,2594,1206,0,5,59,3794,1020,125,0,711,705,1,67,2,14,10,626,SAO LOURENCO D'OESTE,SC,SAO LOURENCO D'OESTE_SC,3388.0,10924.0
SC,SAO LUDGERO,13355,6356,0,740,145,1200,730,0,8,18,2385,819,34,0,330,151,3,41,0,4,0,391,SAO LUDGERO,SC,SAO LUDGERO_SC,1659.0,5834.0
SC,SAO MARTINHO,3712,1738,0,186,65,350,152,0,0,12,778,156,6,0,92,81,0,11,0,0,1,84,SAO MARTINHO,SC,SAO MARTINHO_SC,484.0,1476.0
SC,SAO MIGUEL D'OESTE,45114,22654,0,1332,592,4689,2707,0,15,97,6586,2686,153,2,1569,925,2,101,2,8,6,988,SAO MIGUEL D'OESTE,SC,SAO MIGUEL D'OESTE_SC,4900.0,19218.0
SC,SAO MIGUEL DA BOA VISTA,1490,742,0,48,10,153,54,0,0,5,336,58,8,0,41,22,0,2,0,0,0,11,SAO MIGUEL DA BOA VISTA,SC,SAO MIGUEL DA BOA VISTA_SC,143.0,615.0
SC,SAO PEDRO DE ALCANTARA,3749,1794,0,180,14,395,205,0,1,10,774,139,5,0,125,12,0,8,0,1,1,85,SAO PEDRO DE ALCANTARA,SC,SAO PEDRO DE ALCANTARA_SC,453.0,1797.0
SC,SAUDADES,8376,4328,0,359,77,814,358,0,0,23,1603,385,48,0,157,100,2,15,0,2,0,105,SAUDADES,SC,SAUDADES_SC,914.0,3749.0
SC,SCHROEDER,15053,8013,0,345,100,1000,803,0,46,27,2784,846,45,0,564,120,1,50,2,11,4,292,SCHROEDER,SC,SCHROEDER_SC,1091.0,6789.0
SC,SEARA,16807,9031,0,512,408,1534,853,0,7,107,2388,773,147,0,300,476,3,59,0,0,7,202,SEARA,SC,SEARA_SC,1834.0,7008.0
SC,SERRA ALTA,2759,1377,0,105,41,316,127,0,0,7,465,107,20,0,81,46,0,4,0,0,0,63,SERRA ALTA,SC,SERRA ALTA_SC,358.0,1222.0
SC,SIDEROPOLIS,12053,6227,0,454,282,965,640,0,7,26,1970,303,70,0,420,400,0,39,0,6,2,242,SIDEROPOLIS,SC,SIDEROPOLIS_SC,1383.0,4954.0
SC,SOMBRIO,30587,16451,0,1067,465,2102,1398,0,41,94,4520,1455,156,0,1461,616,5,132,0,7,7,610,SOMBRIO,SC,SOMBRIO_SC,3177.0,11995.0
SC,SUL BRASIL,2306,1211,0,88,13,219,75,0,1,11,539,64,13,0,32,25,0,8,0,1,0,6,SUL BRASIL,SC,SUL BRASIL_SC,220.0,937.0
SC,TAIO,18338,9189,0,739,147,1704,1097,0,11,31,3211,938,75,0,559,181,9,105,1,17,10,314,TAIO,SC,TAIO_SC,1977.0,7356.0
SC,TANGARA,7571,3851,0,515,153,888,389,0,2,23,1101,211,62,0,107,156,0,32,1,5,0,75,TANGARA,SC,TANGARA_SC,1075.0,3303.0
SC,TIGRINHOS,1952,924,0,56,17,208,65,0,1,8,454,138,15,0,30,18,0,1,0,0,0,17,TIGRINHOS,SC,TIGRINHOS_SC,169.0,854.0
SC,TIJUCAS,47912,22200,0,1592,1093,3254,2297,0,23,94,8177,4536,137,0,1556,1937,6,146,0,33,4,827,TIJUCAS,SC,TIJUCAS_SC,4601.0,23389.0
SC,TIMBE DO SUL,4927,2193,0,220,27,457,213,0,7,17,1300,205,22,0,131,39,2,14,0,3,0,77,TIMBE DO SUL,SC,TIMBE DO SUL_SC,597.0,1784.0
SC,TIMBO,39587,22027,0,874,143,2924,2620,1,124,78,5450,2210,58,1,1422,258,4,248,3,41,6,1095,TIMBO,SC,TIMBO_SC,3018.0,18116.0
SC,TIMBO GRANDE,5021,2738,0,232,30,596,190,0,0,16,893,110,48,0,88,42,0,7,0,1,0,30,TIMBO GRANDE,SC,TIMBO GRANDE_SC,577.0,2436.0
SC,TRES BARRAS,15061,8186,0,354,313,1101,524,0,1,40,2255,683,79,0,718,614,0,46,0,3,2,142,TRES BARRAS,SC,TRES BARRAS_SC,1307.0,6116.0
SC,TREVISO,3407,1698,0,113,27,316,171,0,0,13,706,137,10,0,108,60,0,3,0,1,0,44,TREVISO,SC,TREVISO_SC,335.0,1544.0
SC,TREZE DE MAIO,8555,3498,0,463,245,633,324,0,5,20,2088,602,32,0,181,274,0,48,0,4,0,138,TREZE DE MAIO,SC,TREZE DE MAIO_SC,1086.0,3044.0
SC,TREZE TILIAS,8830,4261,0,516,341,1187,424,0,1,21,925,269,63,0,209,395,0,15,0,5,0,198,TREZE TILIAS,SC,TREZE TILIAS_SC,1509.0,3638.0
SC,TROMBUDO CENTRAL,6712,3651,0,260,66,626,367,0,2,22,882,346,27,0,249,91,1,47,0,3,1,71,TROMBUDO CENTRAL,SC,TROMBUDO CENTRAL_SC,679.0,2706.0
SC,TUBARAO,114386,54089,0,2906,2208,7167,6152,0,231,139,20098,10353,260,0,2750,3281,31,553,1,33,19,4115,TUBARAO,SC,TUBARAO_SC,10170.0,46699.0
SC,TUNAPOLIS,4504,2054,0,142,58,540,181,0,1,36,1099,128,28,0,93,66,0,1,0,0,0,77,TUNAPOLIS,SC,TUNAPOLIS_SC,523.0,2021.0
SC,TURVO,13523,6328,0,620,315,1380,576,0,12,29,2302,574,64,0,444,494,3,26,0,12,4,340,TURVO,SC,TURVO_SC,1900.0,5725.0
SC,UNIAO DO OESTE,2564,1328,0,79,17,255,99,0,0,10,622,36,16,0,58,11,0,6,0,2,0,25,UNIAO DO OESTE,SC,UNIAO DO OESTE_SC,272.0,967.0
SC,URUBICI,9963,4833,0,371,27,1126,684,0,2,40,1706,352,69,0,440,35,1,49,0,7,4,217,URUBICI,SC,URUBICI_SC,1357.0,3559.0
SC,URUPEMA,1678,917,0,94,2,284,87,0,0,17,187,4,14,0,39,4,0,6,0,2,0,21,URUPEMA,SC,URUPEMA_SC,274.0,736.0
SC,URUSSANGA,21318,10577,0,570,257,1620,1133,0,9,40,4442,1082,80,0,620,350,0,81,0,2,3,452,URUSSANGA,SC,URUSSANGA_SC,1746.0,8920.0
SC,VARGEAO,3077,1556,0,192,86,361,194,0,1,8,347,66,13,0,89,102,0,6,0,0,0,56,VARGEAO,SC,VARGEAO_SC,485.0,1242.0
SC,VARGEM,1914,1098,0,77,14,210,90,0,0,5,308,18,18,0,46,18,0,5,0,1,0,6,VARGEM,SC,VARGEM_SC,205.0,815.0
SC,VARGEM BONITA,3903,2424,0,214,77,415,171,0,2,10,346,26,18,0,100,69,0,14,0,1,0,16,VARGEM BONITA,SC,VARGEM BONITA_SC,533.0,1393.0
SC,VIDAL RAMOS,5835,2760,0,226,25,650,250,0,0,15,1331,287,18,0,146,27,0,37,0,3,0,60,VIDAL RAMOS,SC,VIDAL RAMOS_SC,632.0,2362.0
SC,VIDEIRA,54818,27784,0,2076,1520,5367,2585,0,18,160,8013,3513,232,1,874,1649,1,166,1,9,16,833,VIDEIRA,SC,VIDEIRA_SC,6252.0,25376.0
SC,VITOR MEIRELES,4231,2124,0,115,12,426,197,0,2,16,1000,133,21,0,99,18,0,14,0,4,0,50,VITOR MEIRELES,SC,VITOR MEIRELES_SC,379.0,1735.0
SC,WITMARSUM,3850,1876,0,157,76,390,184,0,3,11,713,100,13,0,163,88,0,19,0,0,0,57,WITMARSUM,SC,WITMARSUM_SC,478.0,1510.0
SC,XANXERE,48822,25053,0,1551,1100,5117,2914,0,25,151,5570,2835,147,0,1363,1730,2,166,1,19,10,1068,XANXERE,SC,XANXERE_SC,5687.0,20476.0
SC,XAVANTINA,2907,1314,0,242,34,490,166,0,0,19,423,59,9,0,52,49,0,8,0,0,1,41,XAVANTINA,SC,XAVANTINA_SC,521.0,1297.0
SC,XAXIM,29400,14014,0,908,1576,2621,1551,0,24,84,3733,1333,164,0,539,2289,3,100,0,0,9,452,XAXIM,SC,XAXIM_SC,4016.0,11318.0
SC,ZORTEA,2220,1270,0,60,4,288,91,0,0,14,337,64,14,0,51,6,0,7,0,0,0,14,ZORTEA,SC,ZORTEA_SC,203.0,1009.0
SE,AMPARO DE SAO FRANCISCO,696,197,0,10,0,37,7,0,14,16,333,61,6,0,9,0,0,0,0,0,0,6,AMPARO DE SAO FRANCISCO,SE,AMPARO DE SAO FRANCISCO_SE,48.0,333.0
SE,AQUIDABA,7714,2005,0,135,22,366,69,0,50,26,4264,527,61,0,133,22,0,6,0,0,7,21,AQUIDABA,SE,AQUIDABA_SE,410.0,3319.0
SE,ARACAJU,372760,185201,0,6191,990,25635,15100,0,7506,1116,84401,19074,3299,2,13205,1303,32,816,0,93,161,8635,ARACAJU,SE,ARACAJU_SE,26744.0,185044.0
SE,ARAUA,3338,1187,0,89,4,188,30,0,56,20,1455,196,22,0,74,4,0,3,0,0,0,10,ARAUA,SE,ARAUA_SE,197.0,1373.0
SE,AREIA BRANCA,6518,2216,0,213,41,335,67,0,322,29,2599,343,29,0,260,40,0,2,0,0,9,13,AREIA BRANCA,SE,AREIA BRANCA_SE,434.0,2808.0
SE,BARRA DOS COQUEIROS,15284,7134,0,160,32,841,660,0,438,52,3840,995,57,0,591,52,0,10,0,5,2,415,BARRA DOS COQUEIROS,SE,BARRA DOS COQUEIROS_SE,866.0,8663.0
SE,BOQUIM,12088,3340,0,236,19,555,102,0,491,27,5343,1618,65,0,199,17,0,3,0,0,2,71,BOQUIM,SE,BOQUIM_SE,567.0,4956.0
SE,BREJO GRANDE,1214,295,0,8,1,84,8,0,11,9,691,46,17,0,43,0,0,1,0,0,0,0,BREJO GRANDE,SE,BREJO GRANDE_SE,59.0,687.0
SE,CAMPO DO BRITO,10784,2476,0,1128,46,657,98,0,271,19,4239,1507,72,0,150,53,0,9,0,0,2,57,CAMPO DO BRITO,SE,CAMPO DO BRITO_SE,1511.0,4820.0
SE,CANHOBA,1147,254,0,12,0,57,7,0,4,7,753,37,10,0,2,0,0,1,0,0,0,3,CANHOBA,SE,CANHOBA_SE,46.0,587.0
SE,CANINDE DE SAO FRANCISCO,10532,3239,0,223,22,729,87,0,121,118,5173,514,63,0,150,25,0,5,0,0,6,57,CANINDE DE SAO FRANCISCO,SE,CANINDE DE SAO FRANCISCO_SE,726.0,4621.0
SE,CAPELA,10553,3393,1,193,25,420,136,0,255,57,4388,1196,102,0,301,38,0,5,0,0,3,40,CAPELA,SE,CAPELA_SE,539.0,5178.0
SE,CARIRA,10445,2967,0,319,39,742,108,0,197,33,5235,389,105,0,167,89,0,6,0,0,5,44,CARIRA,SE,CARIRA_SE,791.0,4303.0
SE,CARMOPOLIS,5666,2312,0,134,22,310,113,0,276,28,1538,596,19,0,229,41,0,6,0,1,5,36,CARMOPOLIS,SE,CARMOPOLIS_SE,340.0,2560.0
SE,CEDRO DE SAO JOAO,2063,678,0,25,6,104,23,0,29,10,818,211,8,0,133,5,0,2,0,0,2,9,CEDRO DE SAO JOAO,SE,CEDRO DE SAO JOAO_SE,89.0,920.0
SE,CRISTINAPOLIS,6058,1771,0,181,21,329,51,0,212,30,2893,310,70,0,134,20,0,8,0,0,1,27,CRISTINAPOLIS,SE,CRISTINAPOLIS_SE,430.0,2343.0
SE,CUMBE,1482,427,0,47,7,72,9,0,10,14,711,119,14,0,30,14,0,0,0,0,0,8,CUMBE,SE,CUMBE_SE,116.0,701.0
SE,DIVINA PASTORA,1035,524,0,14,2,57,14,0,31,8,309,37,11,0,22,2,0,2,0,0,0,2,DIVINA PASTORA,SE,DIVINA PASTORA_SE,62.0,513.0
SE,ESTANCIA,35076,11189,0,659,124,1972,563,0,3718,209,11164,3599,419,0,1017,162,4,28,0,0,13,236,ESTANCIA,SE,ESTANCIA_SE,2315.0,13184.0
SE,FEIRA NOVA,2008,596,0,29,2,70,18,0,40,13,1051,115,11,0,27,21,0,1,0,0,0,14,FEIRA NOVA,SE,FEIRA NOVA_SE,98.0,835.0
SE,FREI PAULO,6103,1976,0,189,24,437,60,0,334,15,2313,456,38,0,183,48,0,2,0,0,3,25,FREI PAULO,SE,FREI PAULO_SE,462.0,2690.0
SE,GARARU,3004,675,0,63,0,168,21,0,10,16,1893,83,28,0,40,0,0,1,0,0,0,6,GARARU,SE,GARARU_SE,164.0,1404.0
SE,GENERAL MAYNARD,1065,425,0,13,2,41,32,0,41,9,346,104,12,0,32,5,0,1,0,0,0,2,GENERAL MAYNARD,SE,GENERAL MAYNARD_SE,50.0,492.0
SE,GRACCHO CARDOSO,2145,578,0,29,2,108,13,0,14,10,1275,66,8,0,28,8,0,1,0,0,1,4,GRACCHO CARDOSO,SE,GRACCHO CARDOSO_SE,89.0,973.0
SE,ILHA DAS FLORES,1843,517,0,21,1,96,21,0,22,11,953,115,16,0,56,4,0,3,0,0,0,7,ILHA DAS FLORES,SE,ILHA DAS FLORES_SE,81.0,977.0
SE,INDIAROBA,3896,1534,0,51,1,249,57,0,236,24,1408,150,29,0,139,1,0,4,0,0,0,13,INDIAROBA,SE,INDIAROBA_SE,196.0,1609.0
SE,ITABAIANA,82675,18763,0,3887,558,4463,845,0,10302,160,28551,11207,248,0,2174,774,0,43,0,3,103,594,ITABAIANA,SE,ITABAIANA_SE,7089.0,32018.0
SE,ITABAIANINHA,16631,4166,0,712,37,925,157,0,433,84,8771,955,82,0,164,45,0,9,0,0,7,84,ITABAIANINHA,SE,ITABAIANINHA_SE,1278.0,6275.0
SE,ITABI,1832,482,0,28,2,94,8,0,7,4,1083,83,7,0,21,4,0,0,0,1,0,8,ITABI,SE,ITABI_SE,69.0,770.0
SE,ITAPORANGA D'AJUDA,10549,3841,0,275,56,527,142,0,404,50,3930,814,82,0,322,64,0,3,0,0,4,35,ITAPORANGA D'AJUDA,SE,ITAPORANGA D'AJUDA_SE,648.0,4322.0
SE,JAPARATUBA,5551,2388,0,98,9,281,116,0,132,31,1885,238,133,0,189,17,0,6,0,0,1,27,JAPARATUBA,SE,JAPARATUBA_SE,382.0,2475.0
SE,JAPOATA,3854,1236,0,67,6,278,62,0,43,13,1796,170,55,0,105,8,0,3,0,0,1,11,JAPOATA,SE,JAPOATA_SE,214.0,1877.0
SE,LAGARTO,65936,17927,0,1421,353,4183,926,0,1903,163,27241,9317,300,0,1347,371,0,42,0,1,11,430,LAGARTO,SE,LAGARTO_SE,3935.0,29897.0
SE,LARANJEIRAS,8464,3377,0,130,257,339,121,0,331,62,2670,475,46,0,315,282,0,9,0,1,3,46,LARANJEIRAS,SE,LARANJEIRAS_SE,635.0,3703.0
SE,MACAMBIRA,3043,666,0,97,7,139,22,0,22,5,1685,289,16,0,62,16,0,0,0,4,5,8,MACAMBIRA,SE,MACAMBIRA_SE,182.0,1301.0
SE,MALHADA DOS BOIS,1279,460,0,30,7,96,24,0,19,6,474,72,14,0,50,18,0,0,0,0,0,9,MALHADA DOS BOIS,SE,MALHADA DOS BOIS_SE,93.0,592.0
SE,MALHADOR,4879,1357,0,265,33,394,40,0,140,28,2087,258,66,0,161,35,0,3,0,0,2,10,MALHADOR,SE,MALHADOR_SE,555.0,2045.0
SE,MARUIM,4574,2159,0,55,45,196,92,0,294,72,1063,337,37,0,139,42,0,7,0,0,2,34,MARUIM,SE,MARUIM_SE,289.0,1920.0
SE,MOITA BONITA,6200,1432,0,503,82,397,30,0,102,17,2393,941,29,0,129,125,0,0,0,1,2,17,MOITA BONITA,SE,MOITA BONITA_SE,771.0,3023.0
SE,MONTE ALEGRE DE SERGIPE,5195,1582,0,236,29,383,33,0,17,54,2461,173,59,0,88,59,0,3,0,1,4,13,MONTE ALEGRE DE SERGIPE,SE,MONTE ALEGRE DE SERGIPE_SE,567.0,2266.0
SE,MURIBECA,2281,830,0,43,4,120,28,0,38,5,979,97,55,0,69,3,0,1,0,0,2,7,MURIBECA,SE,MURIBECA_SE,146.0,1119.0
SE,NEOPOLIS,5490,1569,0,56,5,248,75,0,132,29,2646,516,46,0,123,5,0,4,0,1,0,35,NEOPOLIS,SE,NEOPOLIS_SE,230.0,2417.0
SE,NOSSA SENHORA APARECIDA,3785,1115,0,162,21,251,24,0,51,12,1848,171,32,0,61,27,0,1,0,1,0,8,NOSSA SENHORA APARECIDA,SE,NOSSA SENHORA APARECIDA_SE,322.0,1795.0
SE,NOSSA SENHORA DA GLORIA,24657,6428,0,838,130,1666,266,0,454,157,11319,2158,347,0,442,253,0,7,0,3,25,164,NOSSA SENHORA DA GLORIA,SE,NOSSA SENHORA DA GLORIA_SE,2247.0,10804.0
SE,NOSSA SENHORA DAS DORES,11958,3248,0,273,46,592,123,0,337,53,5605,929,298,0,357,39,0,8,0,0,8,42,NOSSA SENHORA DAS DORES,SE,NOSSA SENHORA DAS DORES_SE,898.0,4863.0
SE,NOSSA SENHORA DE LOURDES,2241,572,0,36,9,141,16,0,2,10,1307,57,14,0,53,12,0,0,0,1,2,9,NOSSA SENHORA DE LOURDES,SE,NOSSA SENHORA DE LOURDES_SE,123.0,1054.0
SE,NOSSA SENHORA DO SOCORRO,71799,30420,0,1450,357,3023,1326,0,2905,201,24273,4638,508,0,1938,400,2,71,0,13,25,249,NOSSA SENHORA DO SOCORRO,SE,NOSSA SENHORA DO SOCORRO_SE,3631.0,33437.0
SE,PACATUBA,4067,1057,0,395,2,177,22,0,20,11,2069,124,86,0,90,0,0,2,0,0,3,9,PACATUBA,SE,PACATUBA_SE,566.0,1825.0
SE,PEDRA MOLE,787,242,0,12,1,51,5,0,12,3,413,30,7,0,10,1,0,0,0,0,0,0,PEDRA MOLE,SE,PEDRA MOLE_SE,37.0,332.0
