UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO TRATOR,CAMINHONETE,CAMIONETA,CHASSI PLATAF,CICLOMOTOR,MICRO-ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI-REBOQUE,SIDE-CAR,OUTROS,TRATOR ESTEI,TRATOR RODAS,TRICICLO,UTILITARIO,municipio_limpo,uf_limpa,chave_merge,DIESEL,FLEX
GO,GOIANAPOLIS,9735,4379,0,396,82,1301,189,0,11,34,1919,788,56,0,354,127,0,14,0,0,1,84,GOIANAPOLIS,GO,GOIANAPOLIS_GO,1112.0,3908.0
GO,GOIANDIRA,3449,1787,0,66,7,512,60,0,11,9,647,167,7,0,126,19,0,9,0,0,1,21,GOIANDIRA,GO,GOIANDIRA_GO,250.0,1446.0
GO,GOIANESIA,62011,25934,0,1590,558,6137,1143,0,394,150,13170,7495,392,0,3208,1100,1,113,0,6,6,614,GOIANESIA,GO,GOIANESIA_GO,5478.0,27716.0
GO,GOIANIA,1419759,682372,0,28479,7630,138285,54806,0,7396,2723,295653,70419,7969,2,75228,10180,11,6619,0,73,443,31471,GOIANIA,GO,GOIANIA_GO,121883.0,649137.0
GO,GOIANIRA,37235,17377,0,631,126,2729,790,0,454,55,9739,2414,139,0,2367,144,0,27,0,2,10,231,GOIANIRA,GO,GOIANIRA_GO,2044.0,18800.0
GO,GOIAS,16090,7067,0,322,23,2011,416,0,118,30,4078,837,77,0,869,44,0,59,0,0,6,133,GOIAS,GO,GOIAS_GO,1239.0,6698.0
GO,GOIATUBA,32817,13360,0,984,873,3508,594,0,950,75,5749,3476,178,0,1490,1138,0,79,0,2,9,352,GOIATUBA,GO,GOIATUBA_GO,3752.0,12997.0
GO,GOUVELANDIA,2271,1107,0,82,22,270,43,0,22,11,406,132,12,0,109,44,0,2,0,0,0,9,GOUVELANDIA,GO,GOUVELANDIA_GO,230.0,1069.0
GO,GUAPO,11497,4961,0,351,138,1043,213,0,66,18,2749,966,59,0,686,168,0,11,0,0,1,67,GUAPO,GO,GUAPO_GO,981.0,5003.0
GO,GUARAITA,1420,516,0,35,7,157,20,0,4,4,416,141,3,0,93,18,0,0,0,0,0,6,GUARAITA,GO,GUARAITA_GO,114.0,653.0
GO,GUARANI DE GOIAS,1654,632,0,36,8,194,25,0,11,8,536,131,14,0,31,21,0,1,0,0,1,5,GUARANI DE GOIAS,GO,GUARANI DE GOIAS_GO,128.0,725.0
GO,GUARINOS,767,327,0,16,0,138,16,0,2,8,200,28,4,0,26,0,0,1,0,0,0,1,GUARINOS,GO,GUARINOS_GO,74.0,428.0
GO,HEITORAI,2227,905,0,59,6,249,39,0,12,5,675,111,10,0,136,5,0,5,0,0,0,10,HEITORAI,GO,HEITORAI_GO,165.0,945.0
GO,HIDROLANDIA,18552,7266,0,2053,294,1864,354,0,89,44,4029,998,63,0,947,364,0,21,0,1,2,163,HIDROLANDIA,GO,HIDROLANDIA_GO,3236.0,7356.0
GO,HIDROLINA,1987,883,0,48,10,267,55,0,5,2,510,80,3,1,83,19,0,5,0,0,0,16,HIDROLINA,GO,HIDROLINA_GO,197.0,831.0
GO,IACIARA,5224,2065,0,219,57,603,65,0,59,22,1367,501,29,0,123,86,0,3,0,0,1,24,IACIARA,GO,IACIARA_GO,560.0,2339.0
GO,INACIOLANDIA,3171,1335,0,85,54,309,55,0,100,13,713,259,19,0,128,88,0,2,0,0,0,11,INACIOLANDIA,GO,INACIOLANDIA_GO,287.0,1454.0
GO,INDIARA,10415,4450,0,377,226,1054,174,0,164,28,1783,1086,54,0,586,359,0,15,0,1,6,52,INDIARA,GO,INDIARA_GO,1075.0,4446.0
GO,INHUMAS,48455,19663,0,1306,314,5630,1059,0,587,119,8825,6994,263,0,2662,414,0,139,0,0,6,474,INHUMAS,GO,INHUMAS_GO,4389.0,20501.0
GO,IPAMERI,17817,8060,0,668,218,2557,362,0,367,102,2807,1467,119,0,600,283,3,52,0,0,10,142,IPAMERI,GO,IPAMERI_GO,2031.0,6855.0
GO,IPIRANGA DE GOIAS,1755,659,0,35,8,228,17,0,0,11,589,97,10,0,85,12,0,0,0,1,0,3,IPIRANGA DE GOIAS,GO,IPIRANGA DE GOIAS_GO,169.0,845.0
GO,IPORA,36107,13199,0,717,175,4731,716,0,833,51,9301,3119,58,0,2514,261,1,50,0,1,4,376,IPORA,GO,IPORA_GO,3315.0,14884.0
GO,ISRAELANDIA,1515,596,0,44,20,172,29,0,29,7,445,40,8,0,93,27,0,1,0,0,0,4,ISRAELANDIA,GO,ISRAELANDIA_GO,147.0,687.0
GO,ITABERAI,40830,15503,0,1284,579,4295,802,0,360,126,8871,4588,173,0,2902,888,0,63,0,2,7,387,ITABERAI,GO,ITABERAI_GO,4033.0,17655.0
GO,ITAGUARI,4119,1771,0,89,12,625,59,0,14,13,902,318,18,0,233,21,0,10,0,0,0,34,ITAGUARI,GO,ITAGUARI_GO,384.0,1759.0
GO,ITAGUARU,4248,1710,0,118,4,726,59,0,32,9,1056,254,10,0,232,7,0,13,0,0,0,18,ITAGUARU,GO,ITAGUARU_GO,458.0,1570.0
GO,ITAJA,3587,1626,0,143,12,603,102,0,79,19,605,132,28,0,172,20,0,7,0,1,0,38,ITAJA,GO,ITAJA_GO,529.0,1287.0
GO,ITAPACI,14127,5976,0,307,68,1519,223,0,55,43,3619,1256,142,0,708,81,0,25,0,4,0,101,ITAPACI,GO,ITAPACI_GO,1181.0,6402.0
GO,ITAPIRAPUA,5486,1929,0,131,24,627,83,0,55,12,1746,422,19,0,359,39,0,7,0,0,0,33,ITAPIRAPUA,GO,ITAPIRAPUA_GO,448.0,2127.0
GO,ITAPURANGA,26308,9743,0,511,86,2938,387,0,68,57,7006,3157,80,0,1786,210,0,36,0,0,8,235,ITAPURANGA,GO,ITAPURANGA_GO,2141.0,11478.0
GO,ITARUMA,3319,1339,0,121,28,648,79,0,60,24,616,174,19,0,149,38,0,4,0,0,1,19,ITARUMA,GO,ITARUMA_GO,480.0,1461.0
GO,ITAUCU,5106,2537,0,165,22,765,90,0,10,10,780,338,21,0,299,25,0,8,0,0,0,36,ITAUCU,GO,ITAUCU_GO,445.0,2237.0
GO,ITUMBIARA,104998,45129,0,2164,2264,10679,2411,0,2000,244,19155,11469,572,0,4604,2462,1,208,0,10,21,1605,ITUMBIARA,GO,ITUMBIARA_GO,10762.0,45070.0
GO,IVOLANDIA,1026,448,0,23,2,138,15,0,11,3,289,35,4,0,49,1,0,2,0,0,0,6,IVOLANDIA,GO,IVOLANDIA_GO,73.0,480.0
GO,JANDAIA,4116,1685,0,159,47,583,67,0,57,15,947,154,22,0,260,93,0,7,0,1,1,18,JANDAIA,GO,JANDAIA_GO,494.0,1624.0
GO,JARAGUA,33270,14197,0,617,108,3881,591,0,321,43,6633,4469,53,0,1898,149,0,46,0,0,4,260,JARAGUA,GO,JARAGUA_GO,2350.0,14550.0
GO,JATAI,100175,38055,0,3117,1661,13625,2822,0,1031,236,19040,10937,374,0,4601,2862,1,239,0,9,24,1541,JATAI,GO,JATAI_GO,12779.0,43185.0
GO,JAUPACI,1753,677,0,31,12,194,22,0,41,6,565,46,7,0,129,12,0,5,0,0,0,6,JAUPACI,GO,JAUPACI_GO,125.0,675.0
GO,JESUPOLIS,1000,503,0,39,1,130,16,0,2,5,201,39,10,0,49,0,0,1,0,0,0,4,JESUPOLIS,GO,JESUPOLIS_GO,101.0,420.0
GO,JOVIANIA,6287,2361,0,220,269,832,107,0,37,35,1003,436,38,0,398,461,0,18,0,0,2,70,JOVIANIA,GO,JOVIANIA_GO,966.0,2139.0
GO,JUSSARA,19739,6943,0,616,138,2268,287,0,129,26,5321,2330,34,0,1302,174,0,38,0,1,2,130,JUSSARA,GO,JUSSARA_GO,1790.0,7862.0
GO,LAGOA SANTA,805,357,0,29,7,137,22,0,14,9,123,31,6,0,58,6,0,1,0,0,0,5,LAGOA SANTA,GO,LAGOA SANTA_GO,115.0,322.0
GO,LEOPOLDO DE BULHOES,4728,1857,0,277,123,577,94,0,6,23,1131,214,27,0,144,209,0,11,0,0,1,34,LEOPOLDO DE BULHOES,GO,LEOPOLDO DE BULHOES_GO,681.0,1630.0
GO,LUZIANIA,87315,39112,0,3096,1172,6820,1874,0,259,338,18688,5768,747,0,7226,1513,15,228,0,9,37,413,LUZIANIA,GO,LUZIANIA_GO,7996.0,31743.0
GO,MAIRIPOTABA,1558,655,0,48,10,238,35,0,6,11,374,67,4,0,76,19,0,8,0,0,0,7,MAIRIPOTABA,GO,MAIRIPOTABA_GO,153.0,585.0
GO,MAMBAI,4083,1573,0,123,126,474,88,0,12,6,1028,224,47,0,165,186,0,1,0,0,1,29,MAMBAI,GO,MAMBAI_GO,534.0,1618.0
GO,MARA ROSA,7625,2843,0,208,45,1098,132,0,214,15,1974,597,26,0,359,34,0,10,0,0,0,70,MARA ROSA,GO,MARA ROSA_GO,746.0,3275.0
GO,MARZAGAO,1507,711,0,41,13,178,29,0,6,8,305,120,6,0,66,15,0,6,0,0,0,3,MARZAGAO,GO,MARZAGAO_GO,137.0,564.0
GO,MATRINCHA,2570,898,0,64,37,326,49,0,10,11,817,168,9,0,112,46,0,1,0,0,0,22,MATRINCHA,GO,MATRINCHA_GO,273.0,1119.0
GO,MAURILANDIA,7788,3123,0,404,216,615,102,0,96,19,1405,786,131,0,416,428,0,19,0,1,3,24,MAURILANDIA,GO,MAURILANDIA_GO,960.0,2860.0
GO,MIMOSO DE GOIAS,492,218,0,14,3,63,9,0,1,6,113,18,9,0,27,8,0,1,0,0,1,1,MIMOSO DE GOIAS,GO,MIMOSO DE GOIAS_GO,52.0,178.0
GO,MINACU,25486,8192,0,590,78,2734,536,0,195,48,8220,3712,63,0,725,80,0,40,0,2,6,265,MINACU,GO,MINACU_GO,2277.0,10200.0
GO,MINEIROS,59034,21757,0,1831,923,8147,1471,0,489,107,12584,6846,233,1,2227,1532,0,67,0,3,13,803,MINEIROS,GO,MINEIROS_GO,7090.0,27441.0
GO,MOIPORA,834,428,0,17,0,129,16,0,1,4,179,18,1,0,35,2,0,2,0,0,0,2,MOIPORA,GO,MOIPORA_GO,66.0,348.0
GO,MONTE ALEGRE DE GOIAS,1814,716,0,35,8,242,31,0,2,12,602,87,11,0,55,7,0,0,0,0,1,5,MONTE ALEGRE DE GOIAS,GO,MONTE ALEGRE DE GOIAS_GO,161.0,875.0
GO,MONTES CLAROS DE GOIAS,6013,2150,0,157,69,742,98,0,29,33,1743,375,65,0,409,91,0,10,0,0,0,42,MONTES CLAROS DE GOIAS,GO,MONTES CLAROS DE GOIAS_GO,631.0,2616.0
GO,MONTIVIDIU,9975,3991,0,472,409,1374,229,0,139,45,1561,343,89,0,536,670,0,13,0,0,2,102,MONTIVIDIU,GO,MONTIVIDIU_GO,1687.0,3807.0
GO,MONTIVIDIU DO NORTE,1856,606,0,40,1,270,29,0,31,11,696,65,16,0,83,1,0,2,0,0,0,5,MONTIVIDIU DO NORTE,GO,MONTIVIDIU DO NORTE_GO,175.0,820.0
GO,MORRINHOS,40904,17199,0,1198,331,3993,763,0,473,115,8119,5576,194,0,2045,432,0,124,0,2,8,332,MORRINHOS,GO,MORRINHOS_GO,3398.0,16616.0
GO,MORRO AGUDO DE GOIAS,1771,694,0,80,1,251,25,0,4,4,571,71,8,0,56,1,0,1,0,0,0,4,MORRO AGUDO DE GOIAS,GO,MORRO AGUDO DE GOIAS_GO,210.0,767.0
GO,MOSSAMEDES,2888,1330,0,59,9,385,63,0,21,13,721,95,6,0,144,15,0,4,0,0,0,23,MOSSAMEDES,GO,MOSSAMEDES_GO,236.0,1209.0
GO,MOZARLANDIA,11838,4119,0,229,88,1244,155,0,89,45,3644,1241,62,0,699,152,0,17,0,0,1,53,MOZARLANDIA,GO,MOZARLANDIA_GO,928.0,5002.0
GO,MUNDO NOVO,3508,1441,0,88,13,372,54,0,92,10,879,158,30,0,332,24,0,4,0,0,0,11,MUNDO NOVO,GO,MUNDO NOVO_GO,280.0,1390.0
GO,MUTUNOPOLIS,2417,761,0,54,7,305,18,0,49,8,899,177,18,0,94,13,0,4,0,0,0,10,MUTUNOPOLIS,GO,MUTUNOPOLIS_GO,203.0,1027.0
GO,NAZARIO,4951,2176,0,176,104,530,111,0,168,20,849,341,21,0,272,131,0,22,0,0,2,28,NAZARIO,GO,NAZARIO_GO,550.0,1975.0
GO,NEROPOLIS,22274,10084,0,668,172,2119,537,0,161,42,4924,1908,57,0,1148,216,0,37,0,0,4,197,NEROPOLIS,GO,NEROPOLIS_GO,1821.0,9345.0
GO,NIQUELANDIA,26745,11468,0,782,159,3445,537,0,238,115,4837,3007,179,0,1502,216,1,38,0,11,8,202,NIQUELANDIA,GO,NIQUELANDIA_GO,2748.0,10308.0
GO,NOVA AMERICA,1700,741,0,45,4,255,29,0,0,2,487,49,4,0,69,4,0,7,0,0,0,4,NOVA AMERICA,GO,NOVA AMERICA_GO,145.0,584.0
GO,NOVA AURORA,1528,587,0,56,7,272,14,0,3,9,407,89,6,0,50,16,0,5,0,1,0,6,NOVA AURORA,GO,NOVA AURORA_GO,181.0,648.0
GO,NOVA CRIXAS,8244,2773,0,244,75,1037,160,0,68,15,2179,744,58,0,731,89,0,16,0,0,1,54,NOVA CRIXAS,GO,NOVA CRIXAS_GO,815.0,3601.0
GO,NOVA GLORIA,5569,2281,0,166,37,574,74,0,78,16,1473,435,33,0,318,48,0,10,0,0,0,26,NOVA GLORIA,GO,NOVA GLORIA_GO,519.0,2134.0
GO,NOVA IGUACU DE GOIAS,1506,587,0,44,7,184,27,0,6,10,410,111,11,0,86,11,0,0,0,0,0,12,NOVA IGUACU DE GOIAS,GO,NOVA IGUACU DE GOIAS_GO,161.0,697.0
GO,NOVA ROMA,1080,488,0,27,1,152,22,0,2,6,308,34,9,0,23,3,0,0,0,0,0,5,NOVA ROMA,GO,NOVA ROMA_GO,92.0,531.0
GO,NOVA VENEZA,6032,2589,0,216,39,746,125,0,26,22,1299,496,32,0,326,53,0,15,0,1,1,46,NOVA VENEZA,GO,NOVA VENEZA_GO,637.0,2735.0
GO,NOVO BRASIL,2485,864,0,56,2,322,67,0,15,6,834,165,4,0,125,1,0,4,0,0,0,20,NOVO BRASIL,GO,NOVO BRASIL_GO,188.0,1126.0
GO,NOVO GAMA,25948,9893,0,778,93,1637,592,0,57,172,4143,459,401,0,7397,160,3,27,0,3,8,125,NOVO GAMA,GO,NOVO GAMA_GO,2139.0,6555.0
GO,NOVO PLANALTO,2187,770,0,59,26,291,38,0,30,15,588,183,6,0,134,34,0,1,0,0,0,12,NOVO PLANALTO,GO,NOVO PLANALTO_GO,219.0,998.0
GO,ORIZONA,12530,5085,0,365,131,2337,306,0,109,94,2754,610,48,0,373,214,0,24,0,0,0,80,ORIZONA,GO,ORIZONA_GO,1380.0,5197.0
GO,OURO VERDE DE GOIAS,2366,1148,0,136,7,375,37,0,4,3,447,71,16,0,78,7,0,14,0,0,1,22,OURO VERDE DE GOIAS,GO,OURO VERDE DE GOIAS_GO,308.0,850.0
GO,OUVIDOR,4393,2253,0,111,49,645,113,0,8,9,654,226,17,0,197,52,0,13,0,1,0,45,OUVIDOR,GO,OUVIDOR_GO,437.0,1903.0
GO,PADRE BERNARDO,9228,4380,0,458,113,1212,204,0,24,46,1330,551,102,0,557,188,1,14,0,3,3,42,PADRE BERNARDO,GO,PADRE BERNARDO_GO,1238.0,2399.0
GO,PALESTINA DE GOIAS,1669,614,0,29,9,234,15,0,6,12,566,59,12,0,87,19,0,2,0,0,0,5,PALESTINA DE GOIAS,GO,PALESTINA DE GOIAS_GO,165.0,624.0
GO,PALMEIRAS DE GOIAS,23261,9030,0,577,344,2555,442,0,470,33,5020,2535,185,0,1296,553,0,38,0,2,9,172,PALMEIRAS DE GOIAS,GO,PALMEIRAS DE GOIAS_GO,2283.0,9958.0
GO,PALMELO,1386,641,0,46,1,177,26,0,17,5,317,68,9,0,58,10,0,6,0,0,0,5,PALMELO,GO,PALMELO_GO,108.0,535.0
GO,PALMINOPOLIS,3002,1119,0,89,19,395,66,0,74,4,861,137,7,0,173,31,0,15,0,0,0,12,PALMINOPOLIS,GO,PALMINOPOLIS_GO,265.0,1209.0
GO,PANAMA,1517,667,0,96,45,191,13,0,44,13,252,70,17,0,48,55,0,2,0,0,1,3,PANAMA,GO,PANAMA_GO,241.0,626.0
GO,PARANAIGUARA,6026,3068,0,154,49,696,145,0,57,24,800,461,34,0,389,75,0,12,0,0,2,60,PARANAIGUARA,GO,PARANAIGUARA_GO,579.0,2407.0
GO,PARAUNA,9751,3562,0,305,165,1265,166,0,202,25,2235,769,67,0,595,274,0,11,0,0,0,110,PARAUNA,GO,PARAUNA_GO,1209.0,3873.0
GO,PEROLANDIA,1868,701,0,93,82,297,42,0,7,13,214,59,14,0,166,166,0,0,0,1,0,13,PEROLANDIA,GO,PEROLANDIA_GO,333.0,681.0
GO,PETROLINA DE GOIAS,5879,2739,0,241,31,830,84,0,12,14,1208,365,27,0,224,38,0,25,0,0,0,41,PETROLINA DE GOIAS,GO,PETROLINA DE GOIAS_GO,642.0,2427.0
GO,PILAR DE GOIAS,999,478,0,41,0,160,20,0,0,3,234,14,9,0,25,2,0,9,0,1,0,3,PILAR DE GOIAS,GO,PILAR DE GOIAS_GO,102.0,494.0
GO,PIRACANJUBA,21106,8524,0,614,312,2726,382,0,268,45,4539,1921,61,0,963,503,0,63,0,0,12,173,PIRACANJUBA,GO,PIRACANJUBA_GO,2129.0,7913.0
GO,PIRANHAS,9020,3191,0,264,109,1172,161,0,367,24,2265,498,51,0,619,208,0,18,0,0,1,72,PIRANHAS,GO,PIRANHAS_GO,972.0,3486.0
GO,PIRENOPOLIS,17349,7500,0,392,16,2117,457,0,39,112,4966,874,43,0,586,21,1,58,0,1,10,156,PIRENOPOLIS,GO,PIRENOPOLIS_GO,1291.0,7499.0
GO,PIRES DO RIO,28198,11973,0,754,311,3737,546,0,719,42,5568,2628,136,0,1000,475,0,87,0,0,9,213,PIRES DO RIO,GO,PIRES DO RIO_GO,2466.0,12238.0
GO,PLANALTINA,29201,13152,0,735,127,2006,615,0,219,139,5387,1871,449,0,4142,168,4,51,0,1,23,112,PLANALTINA,GO,PLANALTINA_GO,2172.0,6824.0
GO,PONTALINA,14690,5951,0,409,130,1781,210,0,196,37,3239,1872,49,0,477,194,0,48,0,0,1,96,PONTALINA,GO,PONTALINA_GO,1330.0,5965.0
GO,PORANGATU,44027,14146,0,960,340,4627,580,0,941,74,12008,7142,101,0,2171,560,0,63,0,5,1,308,PORANGATU,GO,PORANGATU_GO,3655.0,18516.0
GO,PORTEIRAO,2580,1166,0,144,53,283,57,0,48,16,347,150,30,0,175,91,0,6,0,0,1,13,PORTEIRAO,GO,PORTEIRAO_GO,355.0,1083.0
GO,PORTELANDIA,1975,775,0,65,76,314,33,0,6,29,359,116,7,0,62,119,0,2,0,0,0,12,PORTELANDIA,GO,PORTELANDIA_GO,307.0,730.0
GO,POSSE,24930,10575,0,941,424,3089,522,0,339,89,5056,1895,163,0,826,689,3,32,0,1,8,278,POSSE,GO,POSSE_GO,3178.0,10178.0
GO,PROFESSOR JAMIL,1688,849,0,54,6,204,38,0,8,8,363,54,8,0,75,6,0,9,0,0,0,6,PROFESSOR JAMIL,GO,PROFESSOR JAMIL_GO,140.0,775.0
GO,QUIRINOPOLIS,44009,16545,0,1216,568,5068,1134,0,928,98,8416,5811,207,0,2382,1132,3,97,0,2,13,389,QUIRINOPOLIS,GO,QUIRINOPOLIS_GO,4218.0,18769.0
GO,RIALMA,10463,4311,0,349,95,953,155,0,117,27,2412,1313,51,0,427,105,0,34,0,0,3,111,RIALMA,GO,RIALMA_GO,999.0,4599.0
GO,RIANAPOLIS,3597,1533,0,117,51,356,41,0,31,4,881,275,10,0,178,90,0,8,0,0,1,21,RIANAPOLIS,GO,RIANAPOLIS_GO,327.0,1329.0
GO,RIO QUENTE,2614,1145,0,61,0,317,59,0,24,24,559,215,62,0,115,1,0,6,0,0,2,24,RIO QUENTE,GO,RIO QUENTE_GO,263.0,1131.0
GO,RIO VERDE,199652,75128,0,5283,4624,23846,5372,0,3900,516,42322,19657,913,0,7345,7076,2,353,0,14,85,3216,RIO VERDE,GO,RIO VERDE_GO,22843.0,88873.0
GO,RUBIATABA,17041,6751,0,471,134,1912,340,0,24,42,4258,1551,133,0,1008,219,0,54,0,2,0,142,RUBIATABA,GO,RUBIATABA_GO,1648.0,7034.0
GO,SANCLERLANDIA,7058,2935,0,162,22,921,104,0,65,11,1776,488,6,0,470,42,0,11,0,2,1,42,SANCLERLANDIA,GO,SANCLERLANDIA_GO,545.0,2962.0
GO,SANTA BARBARA DE GOIAS,3914,1846,0,188,21,390,77,0,56,10,721,255,16,0,262,33,0,11,0,0,1,27,SANTA BARBARA DE GOIAS,GO,SANTA BARBARA DE GOIAS_GO,395.0,1546.0
GO,SANTA CRUZ DE GOIAS,1094,566,0,18,1,200,39,0,6,5,189,22,5,0,34,1,0,3,0,0,0,5,SANTA CRUZ DE GOIAS,GO,SANTA CRUZ DE GOIAS_GO,94.0,485.0
GO,SANTA FE DE GOIAS,3231,1063,0,69,56,330,49,0,16,15,1011,329,8,0,198,73,0,0,0,0,1,13,SANTA FE DE GOIAS,GO,SANTA FE DE GOIAS_GO,262.0,1400.0
GO,SANTA HELENA DE GOIAS,33580,14649,0,1023,822,3558,588,0,245,79,5149,4017,381,0,1390,1227,4,84,0,0,17,347,SANTA HELENA DE GOIAS,GO,SANTA HELENA DE GOIAS_GO,3897.0,14228.0
GO,SANTA ISABEL,1749,692,0,19,4,222,27,0,4,12,570,121,8,0,61,2,0,1,0,0,0,6,SANTA ISABEL,GO,SANTA ISABEL_GO,127.0,833.0
GO,SANTA RITA DO ARAGUAIA,4769,1481,0,112,40,643,65,0,53,18,1410,583,20,0,253,39,0,9,0,0,3,40,SANTA RITA DO ARAGUAIA,GO,SANTA RITA DO ARAGUAIA_GO,567.0,1814.0
GO,SANTA RITA DO NOVO DESTINO,847,359,0,37,17,131,19,0,1,10,168,31,18,0,28,23,0,2,0,0,0,3,SANTA RITA DO NOVO DESTINO,GO,SANTA RITA DO NOVO DESTINO_GO,116.0,373.0
GO,SANTA ROSA DE GOIAS,2087,962,0,62,8,306,22,0,7,6,484,79,6,0,112,17,0,3,0,0,1,12,SANTA ROSA DE GOIAS,GO,SANTA ROSA DE GOIAS_GO,190.0,797.0
GO,SANTA TEREZA DE GOIAS,2351,863,0,46,8,257,28,0,166,6,591,164,10,0,195,8,0,6,0,0,0,3,SANTA TEREZA DE GOIAS,GO,SANTA TEREZA DE GOIAS_GO,169.0,837.0
GO,SANTA TEREZINHA DE GOIAS,6539,2313,0,151,26,747,107,0,12,8,2075,709,25,0,275,24,0,14,0,0,0,53,SANTA TEREZINHA DE GOIAS,GO,SANTA TEREZINHA DE GOIAS_GO,545.0,2929.0
GO,SANTO ANTONIO DA BARRA,1931,869,0,56,28,220,39,0,23,20,449,64,25,0,72,49,0,5,0,0,1,11,SANTO ANTONIO DA BARRA,GO,SANTO ANTONIO DA BARRA_GO,215.0,823.0
GO,SANTO ANTONIO DE GOIAS,4446,2124,0,150,36,473,140,0,18,10,861,176,24,0,345,34,0,7,0,0,3,45,SANTO ANTONIO DE GOIAS,GO,SANTO ANTONIO DE GOIAS_GO,420.0,1989.0
GO,SANTO ANTONIO DO DESCOBERTO,14746,6069,0,346,28,838,329,0,39,91,3970,1258,210,0,1464,39,0,17,0,3,5,40,SANTO ANTONIO DO DESCOBERTO,GO,SANTO ANTONIO DO DESCOBERTO_GO,988.0,4206.0
GO,SAO DOMINGOS,3269,1154,0,64,17,359,55,0,11,16,1105,331,41,0,77,23,0,1,0,0,1,14,SAO DOMINGOS,GO,SAO DOMINGOS_GO,277.0,1425.0
GO,SAO FRANCISCO DE GOIAS,3512,1584,0,100,7,402,41,0,15,10,860,253,22,0,176,17,0,8,0,0,0,17,SAO FRANCISCO DE GOIAS,GO,SAO FRANCISCO DE GOIAS_GO,308.0,1377.0
GO,SAO JOAO D'ALIANCA,4543,2034,0,219,109,645,100,0,13,18,722,129,27,0,304,188,0,5,0,0,3,27,SAO JOAO D'ALIANCA,GO,SAO JOAO D'ALIANCA_GO,620.0,1509.0
GO,SAO JOAO DA PARAUNA,1378,523,0,41,9,209,20,0,23,6,376,59,5,0,82,15,0,5,0,0,1,4,SAO JOAO DA PARAUNA,GO,SAO JOAO DA PARAUNA_GO,160.0,580.0
GO,SAO LUIS DE MONTES BELOS,31600,12881,0,635,171,3497,665,0,1179,51,7051,2795,117,0,1942,235,0,78,0,0,4,299,SAO LUIS DE MONTES BELOS,GO,SAO LUIS DE MONTES BELOS_GO,2331.0,14911.0
GO,SAO LUIZ DO NORTE,2632,1100,0,81,18,312,42,0,10,11,637,230,29,0,114,25,0,5,0,0,1,17,SAO LUIZ DO NORTE,GO,SAO LUIZ DO NORTE_GO,271.0,1002.0
GO,SAO MIGUEL DO ARAGUAIA,19239,6892,0,474,187,2560,331,0,444,36,4179,2114,98,0,1543,196,0,33,0,0,2,150,SAO MIGUEL DO ARAGUAIA,GO,SAO MIGUEL DO ARAGUAIA_GO,2085.0,7796.0
GO,SAO MIGUEL DO PASSA QUATRO,2311,970,0,81,12,380,40,0,2,8,603,91,7,0,71,25,0,5,0,0,0,16,SAO MIGUEL DO PASSA QUATRO,GO,SAO MIGUEL DO PASSA QUATRO_GO,216.0,999.0
GO,SAO PATRICIO,1202,473,0,27,3,146,26,0,7,5,345,91,6,0,64,2,0,0,0,0,0,7,SAO PATRICIO,GO,SAO PATRICIO_GO,110.0,634.0
GO,SAO SIMAO,12295,5145,0,286,122,1200,298,0,297,66,2227,1427,98,0,845,170,1,10,0,1,4,98,SAO SIMAO,GO,SAO SIMAO_GO,1098.0,5039.0
GO,SENADOR CANEDO,89280,40557,0,1651,634,6012,2165,0,871,170,25337,5665,146,0,3881,1345,0,61,0,9,10,766,SENADOR CANEDO,GO,SENADOR CANEDO_GO,4996.0,43875.0
GO,SERRANOPOLIS,4310,1728,0,188,49,713,127,0,23,26,666,213,51,0,314,158,0,15,0,0,0,39,SERRANOPOLIS,GO,SERRANOPOLIS_GO,657.0,1733.0
GO,SILVANIA,16412,6609,0,619,309,2576,356,0,102,57,3226,1130,67,0,635,518,0,44,0,0,1,163,SILVANIA,GO,SILVANIA_GO,2041.0,6289.0
GO,SIMOLANDIA,3708,1622,0,189,35,439,42,0,25,3,816,250,14,0,197,52,0,1,0,0,0,23,SIMOLANDIA,GO,SIMOLANDIA_GO,413.0,1467.0
GO,SITIO D'ABADIA,735,323,0,20,1,109,14,0,2,8,198,22,10,0,25,0,0,1,0,0,0,2,SITIO D'ABADIA,GO,SITIO D'ABADIA_GO,78.0,278.0
GO,TAQUARAL DE GOIAS,2504,1152,0,48,1,346,22,0,5,9,515,245,9,0,122,3,0,7,0,0,0,20,TAQUARAL DE GOIAS,GO,TAQUARAL DE GOIAS_GO,198.0,1124.0
GO,TERESINA DE GOIAS,844,422,0,21,1,103,24,0,1,7,197,17,2,0,40,1,0,1,0,0,0,7,TERESINA DE GOIAS,GO,TERESINA DE GOIAS_GO,78.0,354.0
GO,TEREZOPOLIS DE GOIAS,4201,1969,0,194,47,418,93,0,9,16,815,253,29,0,264,53,0,5,0,0,0,36,TEREZOPOLIS DE GOIAS,GO,TEREZOPOLIS DE GOIAS_GO,429.0,1834.0
GO,TRES RANCHOS,1851,874,0,44,11,259,42,0,7,12,338,87,7,0,135,14,0,5,0,0,0,16,TRES RANCHOS,GO,TRES RANCHOS_GO,157.0,663.0
